"0";"ID";"Massnahme";"Ebene1";"Ebene2";"Ebene3";"Wert";"Werttyp";"Parametername R";"...10"
49;"ID";"E_003_Wärmepumpen";"Entwicklungsstand";"Allgemein annerkannter Stand der Technik";"NA";"0";"Boolean";"cbgentwicklungsstand";NA
50;"ID";"E_003_Wärmepumpen";"Entwicklungsstand";"Hinweis";"NA";"NA";"String";"hinw4";NA
51;"ID";"E_003_Wärmepumpen";"Funktionsbeschreibung und Aufbau";"NA";"NA";"NA";"String";"funktiontxt";NA
52;"ID";"E_003_Wärmepumpen";"Systemskizze";"NA";"NA";"./Systemskizzen/E_003_Wärmepumpensys.PNG";"String(Image)";"sysskizze";NA
53;"ID";"E_003_Wärmepumpen";"Planung, Bemessung und rechtliche Aspekte";"Fließtext";"NA";"NA";"String";"planbemtxt";NA
54;"ID";"E_003_Wärmepumpen";"Planung, Bemessung und rechtliche Aspekte";"Normen/Regelwerke";"NA";"NA";"String";"planbemtab";NA
55;"ID";"E_003_Wärmepumpen";"Planung, Bemessung und rechtliche Aspekte";"Normen/Regelwerke";"NA";"NA";"String";"planbemtab";NA
56;"ID";"E_003_Wärmepumpen";"Planung, Bemessung und rechtliche Aspekte";"Normen/Regelwerke";"NA";"NA";"String";"planbemtab";NA
57;"ID";"E_003_Wärmepumpen";"Planung, Bemessung und rechtliche Aspekte";"Normen/Regelwerke";"NA";"NA";"String";"planbemtab";NA
58;"ID";"E_003_Wärmepumpen";"Planung, Bemessung und rechtliche Aspekte";"Normen/Regelwerke";"NA";"NA";"String";"planbemtab";NA
59;"ID";"E_003_Wärmepumpen";"Planung, Bemessung und rechtliche Aspekte";"Titel/Inhalt";"NA";"NA";"String";"planbemtab";NA
60;"ID";"E_003_Wärmepumpen";"Planung, Bemessung und rechtliche Aspekte";"Titel/Inhalt";"NA";"NA";"String";"planbemtab";NA
61;"ID";"E_003_Wärmepumpen";"Planung, Bemessung und rechtliche Aspekte";"Titel/Inhalt";"NA";"NA";"String";"planbemtab";NA
